,value/0/#text,value/0/@_name,value/1/#text,value/1/@_name,value/2/#text,value/2/@_name,value/3/#text,value/3/@_name,value/4/#text,value/4/@_name,value/5/#text,value/5/@_name
1003,26651,id,36150,id_1,36151,id_2,Президент Грузии поддерживает санкции против России,text_1,Президент Грузии выступил за ужесточение антироссийских санкций,text_2,0,class
1004,26652,id,36147,id_1,36152,id_2,Госдеп: визит Нуланд в Москву не принес прорывных успехов,text_1,Госдеп заявил об отсутствии прорыва после визита Нуланд в Москву,text_2,0,class
1005,26653,id,36153,id_1,36154,id_2,Власти предъявили обвинения 170 подозреваемым после стрельбы в Техасе,text_1,В Техасе после перестрелки обвинения предъявлены сразу 170 байкерам,text_2,0,class
1006,26655,id,36150,id_1,36157,id_2,Президент Грузии поддерживает санкции против России,text_1,Президент Грузии высказался за ужесточение санкций против России,text_2,0,class
1007,26656,id,36158,id_1,36159,id_2,Генсек ООН обеспокоен смертным приговором экс-президенту Египта Мурси,text_1,Генсек ООН выразил обеспокоенность приговором экс-президенту Египта,text_2,0,class
1008,26657,id,36160,id_1,36161,id_2,Путин согласился включить Алексееву в Совет по правам человека,text_1,Путин согласился вернуть Людмилу Алексееву в состав СПЧ,text_2,0,class
1009,26658,id,36162,id_1,36161,id_2,Президент включил Людмилу Алексееву в состав СПЧ,text_1,Путин согласился вернуть Людмилу Алексееву в состав СПЧ,text_2,0,class
1011,26661,id,36166,id_1,36167,id_2,Американца отправили в тюрьму за изнасилование приемной дочери из РФ,text_1,Осужден насиловавший приемную дочь из России американец,text_2,0,class
1016,26666,id,36174,id_1,36175,id_2,США подозревают главу парламента Венесуэлы в организации наркотрафика,text_1,Главу парламента Венесуэлы заподозрили в организации наркотрафика,text_2,0,class
1017,26667,id,36176,id_1,36175,id_2,СМИ: США начали расследование в отношении главы парламента Венесуэлы,text_1,Главу парламента Венесуэлы заподозрили в организации наркотрафика,text_2,0,class
1022,26673,id,36184,id_1,36183,id_2,"Генсек ООН готов посетить КНДР, если его визит ""будет полезным""",text_1,Генсек ООН выразил готовность посетить КНДР,text_2,0,class
1023,26675,id,36187,id_1,36186,id_2,"Сбербанк подал в арбитраж Москвы иск к ""Мечелу""",text_1,Сбербанк и ВТБ подали новые иски к структурам «Мечела»,text_2,0,class
1024,26676,id,36184,id_1,36188,id_2,"Генсек ООН готов посетить КНДР, если его визит ""будет полезным""",text_1,Генсек ООН выразил готовность посетить КНДР,text_2,0,class
1025,26679,id,36193,id_1,36194,id_2,"Ночью Донецк подвергся интенсивному обстрелу, погиб один человек",text_1,"В Донецке возобновились обстрелы, погиб один человек",text_2,0,class
1026,26680,id,36193,id_1,36195,id_2,"Ночью Донецк подвергся интенсивному обстрелу, погиб один человек",text_1,"В Донецке возобновились обстрелы, погиб один человек",text_2,0,class
1027,26681,id,36191,id_1,36196,id_2,Правительство поддержало законопроект об амнистии капитала,text_1,Правительство поддержало законопроект о налоговой амнистии капиталов,text_2,0,class
1029,26683,id,36195,id_1,36197,id_2,"В Донецке возобновились обстрелы, погиб один человек",text_1,При обстреле Донецка погиб мирный житель,text_2,0,class
1030,26684,id,36198,id_1,36199,id_2,Астахов считает мягким приговор в США насильнику приемной дочери из РФ,text_1,Астахов назвал мягким приговор американцу за изнасилование девочки из РФ,text_2,0,class
1031,26685,id,36200,id_1,36201,id_2,"Автобус и фура столкнулись в Италии, пострадали 20 школьников",text_1,20 школьников пострадали в результате ДТП в Италии,text_2,0,class
1033,26687,id,36204,id_1,36205,id_2,Евро упал ниже 55 рублей впервые с 24 апреля,text_1,Биржевой курс евро упал ниже 55 руб.,text_2,0,class
1034,26688,id,36205,id_1,36206,id_2,Биржевой курс евро упал ниже 55 руб.,text_1,Курс евро упал ниже 55 рублей впервые за месяц,text_2,0,class
1036,26691,id,36207,id_1,36208,id_2,"Слободчиков: испытания мобильного ЗРК ""Сосна"" начнутся летом",text_1,Новый ЗРК «Сосна» выйдет на государственные испытания летом 2015 года,text_2,0,class
1037,26693,id,36211,id_1,36212,id_2,"Тяжело ранена турецкая певица, получавшая угрозы из-за конкурса на ТВ",text_1,Турецкую певицу тяжело ранили во время репетиции музыкального конкурса,text_2,0,class
1038,26694,id,36213,id_1,36214,id_2,"Работы по строительству ""Турецкого потока"" начнутся в июне",text_1,Укладка «Турецкого потока» на мелководье начнется в июне,text_2,0,class
1041,26699,id,36221,id_1,36222,id_2,Полтавченко предложил совместить празднование Дня города и торжества в честь чемпионства «Зенита»,text_1,"Полтавченко хочет отметить чемпионство ФК ""Зенит"" в рамках Дня города",text_2,0,class
1042,26700,id,36223,id_1,36224,id_2,Кабмин внес в Раду законопроект о моратории на выплату внешних долгов,text_1,В Верховную раду внесен закон о моратории на выплату внешнего долга,text_2,0,class
1045,26704,id,36231,id_1,36230,id_2,"Объявлены финалисты литературной премии ""Большая книга""",text_1,Пелевин и Рубина стали финалистами премии «Большая книга»,text_2,0,class
1046,26706,id,36234,id_1,36235,id_2,Источник: десять стран ЕС против квот на прием нелегальных мигрантов,text_1,Против квот для беженцев выступили десять стран ЕС,text_2,0,class
1050,26710,id,36241,id_1,36242,id_2,"Истребитель венгерских ВВС разбился в Чехии, пилоты катапультировались",text_1,Венгерский истребитель разбился на учениях стран НАТО,text_2,0,class
1052,26713,id,36247,id_1,36248,id_2,Девушка покусала автоинспектора на Ставрополье из-за штрафа,text_1,На Ставрополье женщина покусала автоинспектора,text_2,0,class
1054,26715,id,36251,id_1,36252,id_2,Представительство Евросоюза обстреляли в столице Бурунди,text_1,В Бурунди обстреляно представительство ЕС,text_2,0,class
1058,26720,id,36259,id_1,36260,id_2,"Дума приняла закон о ""нежелательных"" иностранных организациях в России",text_1,Госдума приняла проект закона о нежелательных иностранных организациях,text_2,0,class
1059,26722,id,36262,id_1,36263,id_2,Эксперты установили личности всех жертв крушения Airbus A320,text_1,Установлены личности всех пассажиров разбившегося во Франции Airbus,text_2,0,class
1060,26726,id,36266,id_1,36267,id_2,МИД РФ расценил минометный обстрел посольства РФ в Дамаске как теракт,text_1,МИД России назвал обстрел посольства в Дамаске терактом,text_2,0,class
1061,26728,id,36266,id_1,36269,id_2,МИД РФ расценил минометный обстрел посольства РФ в Дамаске как теракт,text_1,МИД РФ назвал терактом обстрел российского посольства в Дамаске,text_2,0,class
1066,26733,id,36275,id_1,36276,id_2,Сборная России проиграла немцам в полуфинале юношеского ЧЕ по футболу,text_1,Юношеская сборная России по футболу проиграла в полуфинале Евро-2015,text_2,0,class
1067,26734,id,36277,id_1,36278,id_2,МИД: РФ рассчитывает на наказание в США нарушителей прав усыновленных,text_1,МИД РФ призвал США наказать всех нарушителей прав приемных детей из России,text_2,0,class
1070,26738,id,36280,id_1,36282,id_2,"Пригожин: Полина Гагарина достойно представит Россию на ""Евровидении""",text_1,Полина Гагарина вышла в финал «Евровидения»,text_2,0,class
1072,26740,id,36285,id_1,36286,id_2,После проверки Центра имени Хруничева заведено восемь уголовных дел,text_1,Рогозин рассказал об уголовных делах на экс-сотрудников Центра Хруничева,text_2,0,class
1073,26742,id,36288,id_1,36289,id_2,"Истребитель Су-30 потерпел крушение в Индии, пилоты не пострадали",text_1,На востоке Индии разбился истребитель Су-30,text_2,0,class
1075,26744,id,36292,id_1,36293,id_2,Более 15 ливийских солдат получили ранения в боях в городе Бенгази,text_1,Более 15 ливийских солдат получили ранения в ходе боев в Бенгази,text_2,0,class
1076,26745,id,36245,id_1,36294,id_2,Роструд: около 15 миллионов трудоспособных россиян работают нелегально,text_1,Роструд: 15 миллионов россиян работают нелегально,text_2,0,class
1078,26747,id,36296,id_1,36295,id_2,СБ ООН: виновных в нападении на посольство РФ в Дамаске нужно наказать,text_1,Совбез ООН потребовал наказать виновных в обстреле посольства РФ в Дамаске,text_2,0,class
1081,26750,id,36299,id_1,36300,id_2,СМИ: КНДР отказала генсеку ООН в посещении индустриальной зоны Кэсон,text_1,КНДР не пустит генсека ООН в индустриальную зону Кэсон,text_2,0,class
1083,26752,id,36299,id_1,36302,id_2,СМИ: КНДР отказала генсеку ООН в посещении индустриальной зоны Кэсон,text_1,КНДР отказала Пан Ги Муну в посещении технопарка Кэсон,text_2,0,class
1084,26753,id,36303,id_1,36304,id_2,Нарышкин подписал программу проведения фестиваля культуры РФ в Японии,text_1,Нарышкин подписал программу о Фестивалях российской культуры в Японии,text_2,0,class
1086,26755,id,36306,id_1,36307,id_2,"Токио хочет, чтобы Путин приехал в Японию обсудить тему Курил",text_1,Япония выразила желание обсудить с Путиным вопрос Курил,text_2,0,class
1088,26757,id,36309,id_1,36310,id_2,В России вдвое увеличат выплаты академикам и членам-корреспондентам,text_1,Правительство вдвое повысило ежемесячные выплаты академикам,text_2,0,class
1090,26760,id,36315,id_1,36316,id_2,ФМС РФ предлагает освободить мигрантов некоторых стран от экзаменов,text_1,Русскоязычных мигрантов освободят от комплексного экзамена,text_2,0,class
1091,26762,id,36319,id_1,36320,id_2,Банк России с 20 мая отозвал лицензию у московского ПроБанка,text_1,Банк России отозвал лицензию у двух московских банков,text_2,0,class
1092,26763,id,36321,id_1,36320,id_2,"Банк России отозвал лицензию у московского банка ""Транспортный""",text_1,Банк России отозвал лицензию у двух московских банков,text_2,0,class
1096,26767,id,36321,id_1,36322,id_2,"Банк России отозвал лицензию у московского банка ""Транспортный""",text_1,ЦБ отозвал лицензии у двух московских банков,text_2,0,class
1097,26768,id,36324,id_1,36325,id_2,"Многоэтажное здание обрушилось в Китае, под завалами оказались люди",text_1,"Девятиэтажное здание обрушилось в Китае, под завалами есть люди",text_2,0,class
1101,26772,id,36332,id_1,36333,id_2,"Ъ: экс-глава ""Башнефти"" мог получить вид на жительство в Австрии",text_1,СМИ сообщили о получении Рахимовым вида на жительство в Австрии,text_2,0,class
1103,26774,id,36336,id_1,36337,id_2,"Турчинов: Киев не исключает, что может разместить компоненты ПРО",text_1,Турчинов допустил размещение компонентов ПРО на Украине,text_2,0,class
1105,26776,id,36340,id_1,36341,id_2,Медведев поручил оценить возможные изменения в страховании вкладов,text_1,Медведев поручил изучить идею Грефа об ограничении страховок по вкладам,text_2,0,class
1106,26777,id,36342,id_1,36341,id_2,Медведев поручил оценить возможные изменения в страховании вкладов,text_1,Медведев поручил изучить идею Грефа об ограничении страховок по вкладам,text_2,0,class
1107,26778,id,36284,id_1,36341,id_2,Минфин изучает идеи Грефа об ограничении страховых выплат по вкладам,text_1,Медведев поручил изучить идею Грефа об ограничении страховок по вкладам,text_2,0,class
1108,26779,id,36343,id_1,36344,id_2,"Хирург опроверг обвинения СБУ в ""финансировании терроризма""",text_1,Байкер Хирург отверг обвинения в финансировании терроризма,text_2,0,class
1111,26782,id,36349,id_1,36350,id_2,Около 80 тысяч литров нефти вылилось в океан у берегов Калифорнии,text_1,У берегов Санта-Барбары вылилось 80 тысяч литров нефти,text_2,0,class
1112,26783,id,36351,id_1,36352,id_2,Доллар снова подорожал до 50 рублей,text_1,Биржевой курс доллара поднялся выше 50 руб.,text_2,0,class
1113,26784,id,36353,id_1,36354,id_2,Песков: в Кремле испытывают дефицит доверия к Порошенко,text_1,В Кремле рассказали о дефиците доверия к руководству Украины,text_2,0,class
1115,26786,id,36357,id_1,36358,id_2,СМИ: Минфин предлагает отказаться от индексации пенсий по инфляции,text_1,Минфин предложил отказаться от индексации пенсий по инфляции,text_2,0,class
1116,26787,id,36359,id_1,36358,id_2,Минфин предложил отвязать индексацию пенсий от инфляции,text_1,Минфин предложил отказаться от индексации пенсий по инфляции,text_2,0,class
1118,26790,id,36361,id_1,36362,id_2,Гражданской панихиды по Меньшову не будет,text_1,Родственники Евгения Меньшова не будут проводить гражданскую панихиду,text_2,0,class
1119,26791,id,36363,id_1,36364,id_2,Международная конференция по ситуации в Ираке и Сирии пройдет в Париже,text_1,Международная встреча по Сирии и Ираку пройдет в Париже 2 июня,text_2,0,class
1120,26792,id,36365,id_1,36366,id_2,Промпроизводство в России рухнуло до минимума 2009 года,text_1,Падение промпроизводства в России стало самым сильным с 2009 года,text_2,0,class
1121,26793,id,36367,id_1,36368,id_2,Президент Литвы пригрозила прервать интервью Латвийскому телевидению,text_1,Президент Литвы устроила скандал на телевидении,text_2,0,class
1122,26794,id,36369,id_1,36370,id_2,"СК: обыски в ""Матросской тишине"" связаны с делом о вымогательстве",text_1,"Работников СИЗО ""Матросская тишина"" заподозрили в вымогательстве",text_2,0,class
1125,26799,id,36371,id_1,36372,id_2,По делу о вымогательстве в «Матросской тишине» задержаны пять человек,text_1,Сотрудников «Матросской тишины» заподозрили в вымогательстве,text_2,0,class
1126,26800,id,36370,id_1,36372,id_2,"Работников СИЗО ""Матросская тишина"" заподозрили в вымогательстве",text_1,Сотрудников «Матросской тишины» заподозрили в вымогательстве,text_2,0,class
1127,26801,id,36369,id_1,36372,id_2,"СК: обыски в ""Матросской тишине"" связаны с делом о вымогательстве",text_1,Сотрудников «Матросской тишины» заподозрили в вымогательстве,text_2,0,class
1130,26804,id,36377,id_1,36378,id_2,МГУ занял пятое место в списке самых уважаемых вузов Европы,text_1,МГУ вошел в пятерку лучших вузов Европы,text_2,0,class
1131,26805,id,36259,id_1,36379,id_2,"Дума приняла закон о ""нежелательных"" иностранных организациях в России",text_1,"Совфед одобрил закон о ""нежелательных организациях""",text_2,0,class
1134,26808,id,36383,id_1,36384,id_2,Il Giornale: итальянка с фамилией Путин пробивается к власти в Италии,text_1,Политик с фамилией Путин примет участие в региональных выборах в Италии,text_2,0,class
1136,26810,id,36387,id_1,36388,id_2,"Кадыров отчитал чеченцев за сплетни в WhatsApp о ""свадьбе тысячелетия""",text_1,Кадыров устроил разнос за высмеивание «свадьбы тысячелетия» в WhatsApp,text_2,0,class
1143,26819,id,36397,id_1,36398,id_2,Песков: Киев ведет войну со своими собственными гражданами,text_1,Дмитрий Песков: Киев воюет со своими гражданами,text_2,0,class
1144,26820,id,36399,id_1,36400,id_2,В Москве при передаче секретных данных задержан литовский шпион,text_1,ФСБ объявила об аресте в Москве литовского шпиона,text_2,0,class
1145,26821,id,36401,id_1,36402,id_2,Песков: в отъезде известных экономистов ничего особенного нет,text_1,Кремль не увидел «ничего особенного» в отъезде экономиста Сонина в США,text_2,0,class
1146,26822,id,36403,id_1,36404,id_2,Начинается визит патриарха Кирилла в Ульяновск,text_1,Патриарх Кирилл освятит новый собор в Ульяновске,text_2,0,class
1147,26823,id,36396,id_1,36405,id_2,Песков: Кремль не является частью дискуссии о переносе выборов в ГД,text_1,Песков: Кремль не участвует в дискуссиях по переносу выборов в ГД,text_2,0,class
1152,26846,id,36413,id_1,36414,id_2,Сбербанк снизил ставки по вкладам в рублях,text_1,Российские банки снизили максимальную ставку по рублевым вкладам,text_2,0,class
1156,26851,id,36420,id_1,36416,id_2,Лавров о возможном размещении ПРО на Украине: сотрясание воздуха,text_1,США исключили размещение компонентов ПРО на Украине,text_2,0,class
1158,26854,id,36326,id_1,36422,id_2,Восемь человек погибли в столкновении поезда и трактора в Индии,text_1,"В Индии пассажирский поезд протаранил трактор, 10 человек погибли",text_2,0,class
1159,26855,id,36423,id_1,36424,id_2,Бывший зампред банка «Траст» задержан по делу о мошенничестве,text_1,"Источник: задержан экс-зампред правления банка ""Траст"" Дикусар",text_2,0,class
1160,26856,id,36425,id_1,36426,id_2,Правительство России в неформальной обстановке обсудит итоги работы,text_1,Кабмин России в неформальной обстановке обсудит ситуацию в экономике,text_2,0,class
1161,26860,id,36427,id_1,36428,id_2,Поклонская заработала за год почти два миллиона рублей,text_1,Поклонская заработала за прошлый год около двух миллионов рублей,text_2,0,class
1162,26862,id,36413,id_1,36431,id_2,Сбербанк снизил ставки по вкладам в рублях,text_1,Сбербанк понизил ставки по рублевым вкладам,text_2,0,class
1163,26863,id,36414,id_1,36431,id_2,Российские банки снизили максимальную ставку по рублевым вкладам,text_1,Сбербанк понизил ставки по рублевым вкладам,text_2,0,class
1165,26869,id,36433,id_1,36434,id_2,Тульские школьники пожарили картошку на Вечном огне и сожгли венки,text_1,"Под Тулой задержаны школьники, жарившие картошку на Вечном огне",text_2,0,class
1177,26895,id,36395,id_1,36450,id_2,Матвиенко поддерживает возможность переноса выборов в Госдуму,text_1,Нарышкин назвал «разумным» возможный перенос выборов в Госдуму,text_2,0,class
1181,26899,id,36454,id_1,36455,id_2,"Кларксон признал, что потерял работу в Top Gear из-за глупой ошибки",text_1,Кларксон назвал уход из Top Gear глупой ошибкой,text_2,0,class
1184,26903,id,36460,id_1,36461,id_2,Французский политик предложил направить «Мистрали» для спасения мигрантов,text_1,«Мистрали» предложили продать Евросоюзу для спасения мигрантов,text_2,0,class
1185,26904,id,36462,id_1,36463,id_2,Сотрудник Датского института против пыток выдворен из России,text_1,Сотрудника Датского института против пыток выдворят из России,text_2,0,class
1186,26906,id,36464,id_1,36465,id_2,Банки начали подавать в суд на валютных ипотечников,text_1,Банки начали подавать в суд на заемщиков по валютной ипотеке,text_2,0,class
1188,26908,id,36468,id_1,36469,id_2,Пожар в вагоне электрички произошел на юго-востоке Москвы,text_1,Вагон электрички загорелся на юго-востоке Москвы,text_2,0,class
1190,26911,id,36472,id_1,36473,id_2,"Фигуранты дела об убийстве главы ""8 Марта"" получили до 16 лет колонии",text_1,Организатор убийства главы Фабрики 8 Марта получил 16 лет колонии,text_2,0,class
1193,26918,id,36478,id_1,36479,id_2,Московскую психбольницу оштрафовали за показ пациентам фильма «Молчание ягнят»,text_1,"Московскую психбольницу оштрафовали за показ детям ""Молчания ягнят""",text_2,0,class
1194,26919,id,36480,id_1,36481,id_2,"МИД РФ осудил обстрел района, где расположена дипмиссия России в Сирии",text_1,"МИД осудил обстрел района Дамаска, где расположено посольство РФ",text_2,0,class
1195,26920,id,36482,id_1,36483,id_2,Младший сын Фрадкова стал заместителем главы управделами президента,text_1,Сын Фрадкова получил должность в управделами президента,text_2,0,class
1199,26925,id,36489,id_1,36490,id_2,"СК: актер из ""Реальных пацанов"" частично признался в убийстве девушки",text_1,Актер из «Реальных пацанов» частично признал вину в убийстве,text_2,0,class
1205,26933,id,36496,id_1,36497,id_2,"Международные резервы России с 8 по 15 мая выросли на 1,1%",text_1,Международные резервы России выросли до 362 млрд долларов,text_2,0,class
1207,26935,id,36500,id_1,36501,id_2,Военные учения России и Китая в Средиземном море завершились успешно,text_1,Россия и Китай завершили военные учения в Средиземном море,text_2,0,class
1209,26937,id,36503,id_1,36504,id_2,Киев официально не предупреждал Россию о возможном неплатеже по долгу,text_1,Силуанов: Украина не предупредила РФ о возможном неплатеже по долгу,text_2,0,class
1211,26944,id,36506,id_1,36507,id_2,«Локомотив» стал обладателем Кубка России по футболу,text_1,"ФЛ ""Локомотив"" стал обладателем Кубка России-2014/15",text_2,0,class
1213,26946,id,36510,id_1,36509,id_2,Лавров и Керри обсудили запуск мирного процесса в Сирии и Йемене,text_1,Лавров обсудил с Керри ситуацию в Сирии и Йемене,text_2,0,class
1214,26949,id,36511,id_1,36512,id_2,Минобороны получило партию новейших бомбардировщиков для базы в ЮВО,text_1,Минобороны получило партию истребителей-бомбардировщиков Су-34,text_2,0,class
1215,26951,id,36508,id_1,36513,id_2,Лавров и Керри обсудили конфликт на Украине после переговоров в Сочи,text_1,Лавров и Керри по телефону обсудили конфликт на Украине,text_2,0,class
1218,26956,id,36516,id_1,36515,id_2,"Участники ""финансового Майдана"" у здания Рады настроены агрессивно",text_1,Активисты «финансового Майдана» решили заночевать у здания Верховной рады,text_2,0,class
1224,26962,id,36522,id_1,36523,id_2,Арестован первый фигурант дела о вымогательстве в «Матросской тишине»,text_1,Арестованы шестеро фигурантов дела о вымогательстве в «Матросской тишине»,text_2,0,class
1230,26972,id,36531,id_1,36532,id_2,Туск посоветовал России быть более привлекательной для соседей,text_1,России посоветовали стать более привлекательной для соседних стран,text_2,0,class
1231,26976,id,36533,id_1,36534,id_2,В деле об убийстве Немцова появился новый «Русик»,text_1,В деле об убийстве Немцова появился новый фигурант,text_2,0,class
1239,26984,id,36544,id_1,36545,id_2,МВД: уголовные дела возбудили в Бурятии после поджога мемориала Победы,text_1,По факту поджога мемориала в Улан-Удэ полиция возбудила два уголовных дела,text_2,0,class
1241,26986,id,36548,id_1,36549,id_2,Число жертв обрушения жилого дома на юге Китая возросло до восьми,text_1,В результате обрушения жилого дома в Китае погибли девять человек,text_2,0,class
1244,26990,id,36547,id_1,36554,id_2,Глава разведки Германии признал ошибки в сотрудничестве с США,text_1,Глава разведки Германии признал зависимость от спецслужб США,text_2,0,class
1245,26991,id,36555,id_1,36556,id_2,"Ученые: ""генерал мороз"" оказался смертоноснее летней аномальной жары",text_1,Ученые сравнили влияние жары и холода на смертность,text_2,0,class
1246,26992,id,36546,id_1,36554,id_2,"Глава разведки ФРГ признал ошибки, допущенные при сотрудничестве с США",text_1,Глава разведки Германии признал зависимость от спецслужб США,text_2,0,class
1248,27001,id,36558,id_1,36559,id_2,Во входящем в «Ростех» НИИ выявили хищения на 33 млн руб.,text_1,"МВД и ФСБ раскрыли аферу с хищением у дочки ""Ростеха"" 33 млн рублей",text_2,0,class
1249,27003,id,36560,id_1,36561,id_2,Следователи проверяют версию о самоубийстве новосибирского актера,text_1,Следователи начали проверку по факту смерти новосибирского актера в Барнауле,text_2,0,class
1250,27004,id,36527,id_1,36561,id_2,Пропавшего новосибирского актера нашли мертвым в Барнауле,text_1,Следователи начали проверку по факту смерти новосибирского актера в Барнауле,text_2,0,class
1254,27012,id,36570,id_1,36571,id_2,Рособрнадзор запретил еще десяти вузам принимать студентов,text_1,Рособрнадзор запретил прием студентов в 10 московских вузов,text_2,0,class
1255,27013,id,36567,id_1,36572,id_2,В Петербурге арестовали имущество и деньги начальника метро,text_1,СК после обысков арестовал деньги и имущество главы метро Петербурга,text_2,0,class
1256,27014,id,36567,id_1,36573,id_2,В Петербурге арестовали имущество и деньги начальника метро,text_1,В Петербурге арестовали недвижимость и машины начальника метрополитена,text_2,0,class
1260,27020,id,36575,id_1,36576,id_2,Депутаты от КПРФ предлагают ввести мораторий на рост тарифов ЖКХ,text_1,Депутаты предложили заморозить тарифы ЖКХ,text_2,0,class
1262,27022,id,36522,id_1,36578,id_2,Арестован первый фигурант дела о вымогательстве в «Матросской тишине»,text_1,Сотрудники «Матросской тишины» арестованы по делу о вымогательстве,text_2,0,class
1264,27024,id,36579,id_1,36578,id_2,"Суд арестовал сотрудника СИЗО ""Матросская тишина"" Захарова до 9 июля",text_1,Сотрудники «Матросской тишины» арестованы по делу о вымогательстве,text_2,0,class
1266,27026,id,36525,id_1,36578,id_2,"Шестеро обвиняемых в вымогательстве в ""Матросской тишине"" арестованы",text_1,Сотрудники «Матросской тишины» арестованы по делу о вымогательстве,text_2,0,class
1268,27032,id,36582,id_1,36583,id_2,Путин поручил подготовить программу развития Рунета,text_1,Путин поручил разработать стратегию развития интернета в России,text_2,0,class
1270,27034,id,36585,id_1,36586,id_2,"В канале имени Москвы обнаружили тело, замурованное в бетон",text_1,На дне канала в Подмосковье нашли замурованное в бетон тело,text_2,0,class
1271,27035,id,36587,id_1,36588,id_2,"Минфин России подал иск к Потанину и дочерней структуре ""Интерроса""",text_1,Минфин подал иск к Владимиру Потанину,text_2,0,class
1274,27038,id,36587,id_1,36591,id_2,"Минфин России подал иск к Потанину и дочерней структуре ""Интерроса""",text_1,Минфин подал иск к Потанину,text_2,0,class
1276,27043,id,36596,id_1,36597,id_2,Замглавы Минфина РФ не ожидает резких скачков рубля,text_1,В Минфине сообщили об окончании скачков рубля,text_2,0,class
1277,27047,id,36598,id_1,36599,id_2,"ЕС и Украина подписали меморандум о макрофинансовой помощи до 1,8 млрд",text_1,"Еврокомиссия выделит Украине 1,8 миллиарда евро",text_2,0,class
1278,27048,id,36600,id_1,36601,id_2,"Автобус с дошкольниками упал в пруд в Китае, два ребенка погибли",text_1,В Китае автобус с детьми упал в пруд,text_2,0,class
1280,27050,id,36603,id_1,36602,id_2,«Алмаз — Антей» решил обжаловать европейские санкции в суде,text_1,"""Алмаз-Антей"" обжаловал в суде санкции Евросоюза",text_2,0,class
1281,27051,id,36487,id_1,36604,id_2,Вопрос об «аннексии Крыма» расколол саммит «Восточного партнерства»,text_1,Фраза об «аннексии Крыма» осталась в декларации «Восточного партнерства»,text_2,0,class
1282,27052,id,36562,id_1,36604,id_2,"Вопрос Крыма затронут в декларации саммита ""Восточное партнерство""",text_1,Фраза об «аннексии Крыма» осталась в декларации «Восточного партнерства»,text_2,0,class
1283,27053,id,36605,id_1,36604,id_2,"Согласована итоговая декларация саммита ""Восточного партнерства""",text_1,Фраза об «аннексии Крыма» осталась в декларации «Восточного партнерства»,text_2,0,class
1284,27054,id,36570,id_1,36606,id_2,Рособрнадзор запретил еще десяти вузам принимать студентов,text_1,Рособрнадзор запретил десяти московским вузам принимать студентов,text_2,0,class
1291,27071,id,36615,id_1,36614,id_2,"В декларации ""Восточного партнерства"" призвали к выполнению Минска-2",text_1,Опубликована итоговая декларация саммита «Восточного партнерства»,text_2,0,class
1294,27074,id,36562,id_1,36614,id_2,"Вопрос Крыма затронут в декларации саммита ""Восточное партнерство""",text_1,Опубликована итоговая декларация саммита «Восточного партнерства»,text_2,0,class
1296,27076,id,36605,id_1,36614,id_2,"Согласована итоговая декларация саммита ""Восточного партнерства""",text_1,Опубликована итоговая декларация саммита «Восточного партнерства»,text_2,0,class
1297,27077,id,36619,id_1,36620,id_2,Саудовская Аравия заявила о готовности отказаться от нефти,text_1,Саудовская Аравия пообещала отказаться от нефти к 2040 году,text_2,0,class
1299,27081,id,36623,id_1,36624,id_2,Путин принял досрочную отставку губернатора Архангельской области,text_1,Путин отправил в отставку «последнего» уходящего досрочно губернатора,text_2,0,class
1300,27082,id,36615,id_1,36625,id_2,"В декларации ""Восточного партнерства"" призвали к выполнению Минска-2",text_1,В декларации «Восточного партнерства» осталась фраза об «аннексии Крыма»,text_2,0,class
1301,27083,id,36626,id_1,36625,id_2,"В документе ""Восточного партнерства"" ЕС заявил об ""аннексии"" Крыма",text_1,В декларации «Восточного партнерства» осталась фраза об «аннексии Крыма»,text_2,0,class
1302,27084,id,36562,id_1,36625,id_2,"Вопрос Крыма затронут в декларации саммита ""Восточное партнерство""",text_1,В декларации «Восточного партнерства» осталась фраза об «аннексии Крыма»,text_2,0,class
1303,27085,id,36605,id_1,36625,id_2,"Согласована итоговая декларация саммита ""Восточного партнерства""",text_1,В декларации «Восточного партнерства» осталась фраза об «аннексии Крыма»,text_2,0,class
1307,27123,id,36562,id_1,36631,id_2,"Вопрос Крыма затронут в декларации саммита ""Восточное партнерство""",text_1,Крым не помеха: о чем договорились на саммите «Восточного партнерства»,text_2,0,class
1310,27126,id,36634,id_1,36635,id_2,"Минск не будет использовать ""Восточное партнерство"" в ущерб России",text_1,Минск поддержал декларацию «Восточного партнерства» с «оговоркой»,text_2,0,class
1316,27132,id,36621,id_1,36638,id_2,Госдума окончательно примет законопроект об амнистии капиталов,text_1,Госдума приняла закон об амнистии капиталов,text_2,0,class
1317,27133,id,36641,id_1,36642,id_2,СМИ: В Саудовской Аравии в мечети произошел взрыв,text_1,В результате теракта в мечети в Саудовской Аравии погибли 20 человек,text_2,0,class
1318,27134,id,36643,id_1,36642,id_2,Жертвами взрыва в шиитской мечети в Саудовской Аравии стали 6 человек,text_1,В результате теракта в мечети в Саудовской Аравии погибли 20 человек,text_2,0,class
1319,27135,id,36644,id_1,36645,id_2,Путин велел госорганам переходить в российский сегмент Интернета,text_1,Путин постановил создать государственный сегмент интернета,text_2,0,class
1320,27136,id,36646,id_1,36647,id_2,В Ольгино — повреждение газопровода. Эвакуирована школа,text_1,В Петербурге из-за повреждения газопровода эвакуирована школа,text_2,0,class
